ID,Type,Message,Medical_severity
25983,train,"The packages include drinking water, pre-cooked rice, noodles, soymilk cartons, crackers, flashlights and other emergency essentials.",0
26022,train,"The Hospital boasts a kidney dialysis centre and a preventive medicine unit (both of these being the first of their kind in the region), infantile inoculation, operation theatres, admission wardens and intensive care units (ICU s).",0
26034,train,"Equipped with a power generator and air conditioner, the tents can also house an emergency medical center.",0
26035,train,"Even if malnourished children are getting micronutrient supplements now, they need to maintain their healthy nutritional status.",1
26042,train,"In a further blow to Zimbabwe's poultry industry, Harare was reportedly unlikely to meet an EU deadline to eradicate a poultry disease, which threatens its lucrative ostrich meat export to the European markets.",1
26050,train,Bangladesh is considered as one of the malaria endemic countries in South Asia.,1
26080,train,"Developed plan and supported actions for malaria spraying of IDP settlements in Chihaquelane, Macia, Chibuto, Xai-Xai and those in Maputo Province and City - 20,000 structures sprayed, 100,000 beneficiaries (procured and distributed 240 litres of mosquito net insecticide, 15 thermal fog equipment and 2 vehicle mounted thermal foggers, 30 WHO compressor sprayers, 2 metric tons of Lambdacyhalothrin for residual insecticide spraying, and 1,000 litres of ICON for outdoor spraying campaign);",0
26093,train,Several others had been electrocuted from damaged electrical conduits.,1
26100,train,"The new design has broken new ground in the design of county hospitals within the DPRK incorporating elements that improve efficiency in staff and patient movement, space utilisation, and patient comfort, as well as improving safety standards and improving the utility of clinical and patient care areas.",0
26110,train,Tarpaulin sheets will also be distributed to cover temporary shelters and make them fully waterproofed.,0
26123,train,"Many have blood in their respiratory secretions, they vomit blood, have bloody stool. On 27 islands, surveyors contracted by UNDP are performing technical assessments for infrastructure repair of jetties, warehouses, lighthouses and harbours. That rate has since dropped to less than one centimetre annually, they said, thanks to government measures to control groundwater pumping. DEDAYE, Myanmar, May 31, 2008 (AFP) - Myanmar has deployed armed riot police in one of the regions hit hardest by the cyclone, stationing them along a few kilometres (miles) of road leading to the Irrawaddy Delta. Most of the homes destroyed were cave dwellings close to hills and mountainsides. Indeed, Iranian pastoralists, arable farmers, fishermen and nomads are moving out in large numbers, only to be replaced by Afghans. If we cultivate small fields on the extremely fertile lowlands near the Limpopo, we risk losing our whole crop to frequent floods.",1
26161,train,"Yet after a month of uncertainty here in Gaza, this new exodus left a stressful mark as indelibly as the high water lines on their Chokwe homes and schools.Dumped into pits organic waste decomposes and produces a poisonous liquid that will get into the ground water and sea where it will destroy the marine eco system.",0
26182,train,"Residents struggled to contain overflowing toilets, putting flood-hit areas at risk of the spread of disease.",1
26190,train,"They may not bring huge resources to bear but they establish a presence, with at least a canvas awning beside a road, with a banner appealing for donations and a table covered with bottles and jars of basic medicine.",1
26207,train,"This was beyond our capacity but the army gave us support, he said in Muzaffarabad, which has become a city of death after the killer earthquake razed houses, bazars, hotels and government buildings ranging from the territory's main university and colleges to the local jail.",0
26213,train,"More than 600 militiamen from the SRRC stormed Kismayo, leaving at least 18 dead and dozens of civilians wounded, Associated Press (AP) said.",1
26216,train,"Late on Thursday relief efforts were dealt a blow in Klaten, one of the worst affected areas, when more than 40 people from six villages had to be taken to hospital with suspected food poisoning from food aid, local media reported.",1
26251,train,"The village chief in Lhok Kruet wants to know when he can move his people out of leaking tents and rickety wooden shacks to a place beyond the reach of waves, real or imaginary.",0
26260,train,"Emergency supplies including tents, blankets, plastic sheeting, and coal burning stoves for 300 families have been dispatched to the area, as have two mobile health teams.",1
26263,train,"Aid workers are urgently trying to improve water supplies and sanitation at the cramped refugee camps where the survivors fell sick in the devastated regional capital Muzaffarabad, WHO technical officer Rachel Lavy told AFP.",1
26294,train,"Several communities also face environmental hazards including the overflowing of drains and culverts due to uncleared debris, uncleared garbage around transitional shelters and the ad-hoc felling of trees for reconstruction.",0
26308,validation,"Draft guidelines have been developed with Hithadhoo Regional hospital for waste minimization, segregation and placement into containers, storage, transport, treatment and final disposal.",0
26309,test,#NAME?,0
26320,train,"For a few days we managed to pick and eat some corn cobs that were almost ripe, but after a few days everything was dead. Similiarly, residents in Bhachau say the town will have to be razed and then rebuilt from scratch while nearby Anjar also resembles a bombsite. At least eight people were abducted and several shops looted when rebels of Lord's Resistance Army (LRA) raided Nora trading centre in Apac district, northern Uganda. In Phuket, following the installation of a siren system and distribution of a coastal evacuation plan, there will be a drill on Friday 29 April, to test both the technology and community response. The grant will be used to support the ongoing emergency operation and to provide emergency relief kits, such as sleeping mats, plastic sheets, jerry cans, cooking utensils and personal hygiene supplies. It is important to note that Ebola is not contagious until symptoms appear, and that transmission is through direct contact of bodily fluids of an infected, symptomatic person or exposure to objects like needles that have been contaminated with infected secretions. Additional buckets are urgently needed so CWS can continue to help communities respond to emergency cleanup efforts. They said that voter apathy and disenfranchisement"" could effect the democratic process.",1
26327,train,UNICEF also provided tents to Bhubaneswar hospital during a diarrhoea outbreak to increase bedspace,1
26336,train,"b) The region along the riverbeds is mosquito infested, thus posing a health risk of a malaria outbreak.",1
26349,test,"It is established the virus that has killed 20 out of 91 infected cases in western Uganda is a new strain of Ebola, which is characterized by high fever, abdominal pain and diarrhea but less internal and external bleeding.",1
26360,train,"Inside the caves, dozens of people huddle around fires for warmth, suffocating in the smoke and living on meager rations.",0
26363,train,"But they have to live without any infrastructure, medical care orand water supply.",1
26378,validation,"The WFP rapid assessments and CFSAM indicate 863,000 and 965,000 persons (12% and 13% of Burundi population), respectively as vulnerably in need of food and nonfood emergency assistance.",1
26379,test,"Many bridges and roads were badly damaged or detroyed in the earthquake, complicating relief efforts as search and rescue teams struggle to reach affected regions.",1
26412,train,"The antimalarials were delivered to overcrowded slums like Mabella, where it can be impossible to keep a safe distance from other people, and to fishing villages like Tombo, where the distribution was easier to coordinate with local communities because it is less densely populated.",1
26422,train,Tamils Rehabilitation Organization has been caring for the needs of the Tsunami vicims since the disaster struck the coastal community on 26 December 2004.,0
26427,train,At the request of local health officials the Organization is also identifying rooming houses and small hotels in Yogjakarta that can be used as transit centers for newly discharged patients.,0
26463,train,"No contagious diseases or food poisoning cases were reported after the rainstorm thanks to the pre-emptive measures, the center said.",1
26497,train,**Heavy rain in the Cuu Long (Mekong) Delta province of Dong Thap washed away 100 tonnes of farmed fish in Tan Hong District.,0
26504,train,"The first anti-measles initiative was launched in 2001 and focused on Uganda, Tanzania, Mali, Burkina Faso, Togo, Cameroon, Ghana and Benin.",1
26507,train,"If we cultivate small fields on the extremely fertile lowlands near the Limpopo, we risk losing our whole crop to frequent floods. Sanitation and garbage disposals are the important public health issues, which needs to be addressed in a planned manner. * 4 dry ration distribution points have been selected for the beginning in the most vulnerable zones identified in the three targeted districts : Geladid, Dalat, Dawahale and Jilahle. In the future, ADB will be supporting infrastructure sector policy reforms, renewable energy development (particularly in regions outside Java), power transmission and distribution, trans-ASEAN power interconnection, gas transportation, road rehabilitation and expansion, port and airport development, and water supply and sanitation (both in urban and rural areas). He reported that the recovery efforts have been dramatic, with electricity and water restored to most areas, thanks to the determination of those living in the affected zones. Three quarters of existing tents are without adequate floor insulation, and 60 per cent of require additional weatherproofing. The assistance delivered so far includes: CARE Ethiopia has reached 218,000 people with aid including food, water point rehabilitation, distribution of water treatment chemicals and hygiene promotion. Figure 1 illustrates that so far the long rains have been poor along a central corridor of Kenya, from the north (covering pastoral districts) through to the central (covering the cropping districts) and southern (Maasai rangelands) areas. The local NGO and community leaders showed the team photographs of hundreds of bloated and decaying corpses stacked and waiting to be bulldozed into mass graves. Tensions have mostly arisen from competing interstate water needs in transboundary lakes and river basins. Ahmedabad's civic authorities have been compelled to review the ambitious riverfront development project following heavy floods in the Sabarmati river last month. They will visit a series of EU projects, including food security and agricultural centres, as well as a grain storage facility funded by FAO. New and different threats to peace, security and human rights now existed in the forms of terrorism, organized crime and extreme violence. These tents will allow the displaced to leave schools and public buildings, providing adequate and safe shelter and allowing civil services to begin to function again. The water treatment plants use a three stage filtration process to make water safe for drinking: rapid sand filtration, activated carbon filtration and ultraviolet disinfection,"" said Irfan Saeed Alrai, Program Manager in Pak EPA.",0
26508,validation,"We are cooped up all day here. Tarpaulin sheets will also be distributed to cover temporary shelters and make them fully waterproofed. Armenia's continued refusal to close the nuclear power plant, which is considered to be structurally unsafe (the power plant lies on an earthquake-prone fault line) might aggravate its relations with the European Commission. The State Council also put emphasis on the efforts to restore hydropower facilities, saying priority should be given to the reconstruction and repair of reservoirs, dams, rural water supply systems, irrigation, hydrology and water resources. White blood cells fight infection and platelets help blood clot. Kits include antiseptic soaps, antibiotics, anti-malarial drugs, fever medicines and bandages. CRS helped the cooperatives try to rehabilitate poor soils by creating dykes and digging half-moon-shaped holes for planting Ziziphus trees, which produce highly nutritious fruits known locally as 'Pommes du Sahel', or apples of the Sahel. By now, Oshakati seemed miles and miles away although a broadcast tower in the centre of the town was clearly visible. So far, one month rations of bulgar wheat, vegetable oil, salt and pulses have been distributed to 1000 refugees. In addition, Mercy Corps Kyrgyzstan has also developed and published a Bean Recipe Book that will help households to receive maximum nutrition and caloric value from the beans distributed. A long-term impact on the local tourism economy is expected. Residents struggled to contain overflowing toilets, putting flood-hit areas at risk of the spread of disease. The 1999 food crisis arose in part because of inadequate assessments in 1998 - both the government and donors were convinced that 1999 would be a year of minimum food aid needs and as a result gave very little in food aid contributions. Flood-fighting volunteer Vojtech Brdicka, working at a sandbag barrier in Prague's Old Town Square, worries about his grandmother. 400 trench latrines have also been installed with support from UNICEF. Mercy Corps provided US $2,700 for a separator used to grade tea. Save the Children is distributing warm clothing, bedding, candles, water containers and thermoses, and flour to children and their families in the districts of Khuroson, Sarband, Kolkhozobod and Jomi. The chief minister said natural calamities had become a routine matter due to changes in the climate which called for formulating strategy at the federal level in which all federating units played their role to meet the challenges squarely. ZIMBABWE: No election boycott - MDC. While Mozambique's income per capita is US$ 310, well below the sub-Saharan average of US$ 754, the country has emerged as one of Africa's most successful examples of post conflict reconstruction and economic recovery. Moreover, everyone can help by utilizing water efficiently and maintaining water storage for future consumption. WFP is now preparing to drastically increase its emergency transport capacity - for example, adding more aircraft, helicopters, 4 x 4 trucks and snowploughs. Among the topics discussed were malnutrition, gender equity, challenges in the recovery of Aceh, good governance, avian influenza, family planning and role of the UN in Indonesia. On 27 islands, surveyors contracted by UNDP are performing technical assessments for infrastructure repair of jetties, warehouses, lighthouses and harbours. Erosion costs the country 1.4 million tons of fertile soil each year. In a very controversial statement, Dhlakama, anticipating electoral fraud,threatened once more to resort to civil war. Saribekian lived with her five children in a two-room apartment when the earthquake hit. * The U.N. Food and Agriculture Organization reports that the loss of substantial grain stores and unharvested crops will have serious repercussions not only on immediate, but also on mid-term food security since the next harvest does not occur until April/May 2000. I am here today as a representative of an international organization of over 1.2 million people, and I do wish they were all here to be able to share [this] wonderful emotion,"" Boyd said in his address.",1
26513,train,"Some 500,000 are living in displacement camps inside Afghanistan while another 170,000 have poured into Pakistan, where many are living in squalid refugee camps without proper sanitation or shelter.",1
26517,train,"With brutal winter weather now engulfing Pakistan's earthquake affected areas, IMC continues to provide critically needed medical assistance through its fixed clinics in Bessian and Ghari Habibullah, including delivering measles immunizations to hundreds o",1
26519,test,"Among other things, the international community must continue providing field hospitals, clinical services, mobile labs and diagnostic methods.",1
26520,train,"Perhaps worse was the proportionate number of wounded, with 67,000 people severely injured.",1
26550,train,"A shipment leaves CFB Trenton today for the Maldives with goods provided by CIDA, the Canadian Red Cross, and the Public Health Agency of Canada.",0
26551,train,"In the short-term, CARE is providing medicine to combat diarrhea, cholera and other diseases; hygiene messages instructing villagers on what steps to take to prevent waterborne diseases; and five tons of food and other basic necessities.",1
26559,test,"Evidence of malnutrition, already visible in September, continues to mount among farmers in Aftout and the Senegal River Valley -- weight loss, exhaustion, night blindness, scurvy, dehydration, diarrhea and hunger-related deaths.",1
26567,train,"CHF 200,000 was released from the DREF to start up the relief assistance, followed by an Emergency Appeal for over CHF 2,000,000 CHF which includes shelter and food, health, water and sanitation as well as the ongoing rescue and first aid.",1
26572,train,"(March 30, 2005) MILLWOOD, Va. -- Medical volunteers from Project HOPE evaluated and treated more than 9,200 Indonesian patients and performed over 17,000 medical procedures aboard the USNS Mercy in the aftermath of the tsunami, the humanitarian relief organization said today.",1
26579,test,"We are vaccinating the children against tuberculosis, polio, measles and diphtheria and the women against tetanus.",1
26591,train,Aid workers are also worried about a possible malaria outbreak in the flood-affected areas as stagnant water could create a fertile breeding ground for mosquitoes.,1
26599,test,Some families have been sharing their accommodation or the little they have.,0
26601,train,"Soliders and health officials stepped up anti-epidemic operations as an outbreak of conjunctivitis, a highly contagious viral eye disease, spread nationwide.",1
26603,train,"We are trying to reach as many camps as possible to prevent disease outbreaks.""",1
26605,train,"The illness, however, can be easily prevented through proper hygiene and quickly treated with oral re-hydration salts.",1
26608,validation,The MOH has informed the USAID/DART health team that a vaccination campaign initiated last week in accommodation centers and isolated settlements is now nearly complete.,0
26617,train,Levels of chronic malnutrition and anaemia continue to worsen.GOAL is continuing to working with local organisations to provide relief to families displaced from their homes.,1
26621,train,"The best outcome would have been to give the Somalis some space and allow them to [conduct a] dialogue but that does not look like it is going to happen. A team of 25 trauma-specialist physicians and nurses with International Medical Corps (IMC) will participate in two emergency airlifts this Saturday evening, January 8, to the ground zero"" city of Banda Aceh, located at the northern tip of Sumatra, Indonesia.",0
26623,train,"The supplies include 24 water bladders, 200 tarpaulins for shelter, five large tents, 5,000 jerry cans to carry safe water, 1,000 hygiene kits and a basic emergency health kit with essential medical supplies.",1
26625,train,"South Sudan's Minister of Health Michael Milly Hussein said health workers were alerted to ""ensure that all suspected cases are detected on time.""",0
26629,test,"It's mostly URTI, impetigo, scabies, D&V and increasingly psychiatric problems.",1
26631,train,"The Sudanese Red Crescent has mobilized over 1,300 volunteers from all its branches to evacuate flood victims, offer first aid services and carry out assessments in the affected areas.",0
26662,train,The deadly virus is replicating at a frightening rate.,1
26665,train,"Damaged health facilities must start treating survivors as quickly as possible for injuries, potential diarrhoeal diseases and acute respiratory infections and psychosocial trauma.",1
26695,train,"Normally we are out here transporting passengers in and out of Afghanistan on a daily basis so it was a different challenge transporting tents and medical supplies, including anti-malarial medicine, to Pakistan. The cluster's procurement pipeline which includes more than 114,500 tents and 521,500 plastic sheets, will assist a further 375,500 families in coming days. The two supplementary feeding centres in Maslakh are already providing extra rations for more than 2,000 children every day, and MSF which runs one of the centres reports worrying levels of severe malnutrition, despite the existence of a general food distribution. Over 300 tonnes of maize, sorghum, cowpea and sesame seeds and nearly 800 tonnes of fertilizer were distributed, as well as 30,000 shovels, 30,000 hoes and 30,000 rakes, to over 95,000 people in ten provinces. 1.4 Bie: Following the recent recommendations made by the nutritionists from WFP, UNICEF, MSF-B and ICRC to add 100 g of enriched food products to the rations to correct the niacin deficiency, WFP is carrying out a survey in Kuito to assess the acceptability of CSB by the beneficiaries. ""SUN is rallying governments, civil society, the private sector and international donors. It may result as in the Libyan conference held in London in 2011 that Britain will go to the UN with a claim that the representatives of the Somali people have requested a no-fly zone by a coalition of the willing (Britain, France, US and probably Qatar). Meanwhile, Mary H. Witt, in a statement said that the American helicopters, some flown by Pakistani pilots and crew, are flying relief mission from dawn to dusk. The course, held at the SADC Regional Peace Training Centre in Harare, Zimbabwe, was attended by officers from the rank of captain to lieutenant colonel or their equivalent in the police force. 400 trench latrines have also been installed with support from UNICEF. The two supplementary feeding centres in Maslakh are already providing extra rations for more than 2,000 children every day, and MSF which runs one of the centres reports worrying levels of severe malnutrition, despite the existence of a general food distribution. The project, which started in March 2001, is supporting seven co-operative farms in Kosan County (7,426 farmers, 3,121 ha of arable land and a population of 15,019 persons). He said of the 13,224 houses affected, 2,917 are water-logged, while 10,307 have been destroyed. With its emergency resources stretched to the limit and blocked roads and broken power lines hindering relief efforts, the Indonesian government pleaded for foreign help in the form of specialised rescue workers, equipment and medics. Social sector reforms had been implemented in the country since the end of the 1990s, with greater budget allocations devoted to the relevant sectors, she continued. At the beginning there was fear and mistrust of coming back to school here, but now some of the children say they think tents are actually more fun.",1
26723,train,"On 7th February 2012, JCCP launched a project for Psychosocial Support for Drought victims and Internally Displaced Persons (IDP) in Bosasso, Somalia, through supporting Gender-Based Violence (GBV) survivors and other traumatized persons amongst the internally displaced persons.",0
26724,train,"This emergency fund is to be distributed to victims and to support rescue, relocation and recovery operations.",0
26736,train,"In affected countries, polio staff arrived on the scene equipped with vehicles and medicines, including oral rehydration salts and co-trimoxazole paediatric tablets to help prevent deaths due to pneumonia.",1
26740,train,"In the context of the tsunami disaster, the key water-associated vector-borne diseases are malaria and dengue, with possibly and more speculatively Japanese encephalitis in very local conditions.",1
26761,train,"Hygiene promotion is an essential element in reducing the spread of diarrhoeal diseases, thus a booklet on basic hygiene education messages is also included in the kit.",1
26767,train,"Following a rapid assessment in 80 villages in Rakhine state, Malteser International provided flood relief in Sittwe, as well as in the two northern rural districts of Maungdaw and Buthidaung in collaboration with local partners.",1
26769,test,"Agreement between United Nations High Commissioner for Refugees (UNHCR) and the Pakistani government has still not been reached on screening the more than 70,000 Afghans at Jalozai, to identify genuine refugees.",0
26778,validation,"Mogadishu, Garowe, Hargeisa, 10 June 2014 - Outbreaks of measles in several regions have left thousands of Somali children at risk of disability or death if they are not urgently vaccinated against the highly contagious disease.",1
26791,train,MSF is providing emergency medical supplies and emergency shelter to the people most severely affected by the floods.,1
26797,train,"With the allocation of $20,000 from the El Niño Response Fund, CARE Kenya was able to minimize potential health risks by providing emergency water system chlorination, an intensified anti-cholera campaign and an aerial rapid assessment of isolated communities in the district.Bridges, roads, schools, health facilities, water supply and sanitation systems in Swat Valley - which were already suffering from the effects of military conflict over the last two years - are severely affected.",1
26809,test,"The country's most pressing health problems are malaria, respiratory infections, watery diarrhoea, physical trauma and malnutrition.",1
26822,train,"Some 1,000 troops, helicopters and Hercules transport aircraft have joined the rescue effort along with aid agencies and volunteers.",0
26840,train,"In Mangaize camp, UNICEF and its partners are providing wet feeding with daily rations of nutritious hot meals to children, supporting regular nutritional screening activities and referral for treatment, as well as holding awareness-raising sessions for mothers on appropriate child feeding and good hygiene practices.",1
26843,train,"Landlessness can inflame social problems as ""[l]and-oriented poverty and rural-to-urban migration without any expansion in the housing and utility services lead to the expansion of slums with all affiliated social problems"".",1
26853,train,"- 10,000 mosquito nets and 55 extra backpack insecticide sprays can for disease vector control are needed.",1
26856,train,"While there seemed to be a light at the end of the tunnel in Liberia, all must remain vigilant, she stated, noting her country's contributions in the effort and pledging its commitment until the disease was eradicated.",0
26866,train,"As they did so, Chadian soldiers gained a reputation for ruthless efficiency in pursuing and liquidating retreating Islamist fighters, and were credited with killing some of the most wanted radical leaders.",0
26872,train,"At the clinic, community health workers and volunteers carry out growth monitoring and nutrition screening.",1
26874,train,"The training is the first of its kind in WFP Afghanistan, and will focus on building women NGO's capacity in formulating and implementing projects that would contribute to enhance livelihoods through food aid interventions.",0
26877,train,"From 04-07 August, apart from simple diarrheal diseases the following were recorded (duration of data collection not mentioned): o 7,018 cases of dysentery o 3,520 cases with 23 deaths due to pneumonia o 91 cases of hepatitis o 38 drowning deaths and o 12 snakebite deaths o 595 cases of eye infection o 3,260 of various skin diseases were reported",1
26879,test,"UNICEF, WHO and UNFPA have structured their health interventions in order to support to the Government and NGO systems to deal with the increase in cases of diarrhoea, measles, ARI, malaria and skin diseases.",1
26882,train,He continued by emphasizing the MOH's commitment to properly maintain and carefully coordinate the use of these mobile clinics so that they are effectively used for strengthening linkages and helping malnourished people in the region.,1
26901,train,"IOM has already been actively involved in the large-scale UNICEF/MoH measles vaccination campaign on the west coast in partnership with the Irish NGO, GOAL.",1
26910,train,"They included suspected measles cases, so the centre carried out mass vaccinations next day to prevent this highly contagious disease from spreading.",1
26912,train,"On 24 July 2012, the Ministry of Health (MoH) of Uganda notified WHO of an outbreak of Ebola haemorrhagic fever from Kibaale district, midwestern Uganda.",1
26922,train,"Monrovia / Support to non-Ebola health facilities An MSF team is supporting five health centres in Monrovia with expertise in infection prevention and control; A team is also supporting the James Davis Junior Memorial Hospital (JDJ Hospital) in Monrovia providing expertise in paediatrics, infection control and triage.",1
26934,train,"Immediately following the outbreak of famine nearly six months ago, International Medical Corps immediately expanded services in the Dolo Ado complex to include critical nutrition, sanitation and hygiene programs, including constructing latrines, showers and hand washing facilities.",1
26935,train,These are the people with whom you should be working because they are increasingly becoming the mainstay of community-based action to try to prevent Ebola virus infection and also to encourage better treatment facilities.,1
26948,validation,"Products provided to AAI included a variety of anti-infective agents to address infections due to dirty wounds, upper and lower respiratory illnesses, and gastrointestinal problems; dermatological products to address fungal infections and skin rashes; and first aid and general hospital supplies for consultations, minor injuries, vaccinations, and rehydration.",1
26977,train,"On the directives of political agent Amir Ali Khan, the health authorities have started taking urgent steps to arrest the measles epidemic, which has so far killed over a dozen children and affected scores of others in last two weeks in the militancy-plagued Mohmand tribal region.Lack of safe drinking water, poor sanitation and unhygienic practices contribute to high child and women mortality rates.",1
26984,train,Measles vaccination has been conducted following suspected measles in camps.,1
26991,train,"Forty-eight teams of medical and paramedical staff are also going house-to-house to ensure that no disease is spread, said R K Tripathi, district health officer.",1
27006,train,"""Without proper sanitation, refugees already weakened by their long journey from Somalia to Kenya will fall prey to waterborne diseases,"" says PM Jose, Country Representative for Catholic Relief Services Kenya, which will implement the project.",1
27014,train,"Ebola causes severe fever and, in the worst cases, unstoppable bleeding.",1
27018,validation,"In Trincomalee, where nearly 361 people died, the local branch dispatched six vehicles and two ambulances along with over 100 volunteers specially trained in disaster preparedness, who worked around the clock to evacuate 200 people.",0
27022,train,"APRIL 3, 2013 - Following deadly clashes in Timbuktu, Mali, on March 30-31, Doctors Without Borders/Médecins Sans Frontières (MSF) teams working in the city's hospital treated 21 wounded people, including 11 civilians, two of whom died.",1
27025,train,"Adequate funds for the procurement of food supplies, vegetable seeds and medicines is required to ensure a timely distribution.",0
27030,train,"There were also some people there with infected wounds who our medic treated on the spot, she said.",1
27042,train,"The WHO describes Ebola as ""a viral haemorrhagic fever and one of the most virulent diseases known to humankind"".",1
27047,train,"According to him, this is the highest infection rate in the country, at 70 percent, followed by East and South Darfur, with 64 and 42 percent respectively.",1
27064,train,"The February 14, 2015 presidential vote is expected to be the opposition alliance's best chance of seizing power since Nigeria returned to civilian rule in 1999.",0
27081,train,"The ultimate goal is to immunize at least 9 million children, and to prevent 35,000 deaths from the disease each year, in a country where measles is among the greatest killers among vaccine-preventable diseases.",1
27098,validation,"MOGADISHU, 18 September 2012 (IRIN) - A suspected cholera outbreak has killed about a dozen people in the southern Somali village of Hoosingo, in the district of Badade in Lower Juba, say government and health officials.",1
27101,train,"""They must permit impartial medical aid to reach conflict-affected zones.Lixian county had seen electricity cut off again due to aftershocks, while power had fully restored in Jiuzhaigou, a tourist attraction, the State Electricity Regulatory Commission said in a statement.",0
27105,train,"With five helicopters including four German heavy-lift CH-53 Stallions, and one medevac chopper from Luxembourg , NATO's air operation has delivered tons of aid to remote mountain villages while evacuating hundreds of sick and injured people.",0
27107,train,"The Manna sub-district of South Bengkulu reports 99 schools, 109 public buildings (mosques etc), 44 administrative buildings (including some health centres) and 9 bridges damaged.",0
27111,train,"Some of the most critical needs for families include food, drinkable water, medical care and hygiene supplies.",1
27118,validation,"Humanitarian emergency assistance is forthcoming, and people are slowly starting to rebuild their communities with what little they have left and the aid they are receiving, the UN Resident Coordinator Bishow Parajuli told international donors on his return to Yangon, Myanmar's largest city, from visiting several villages in Rakhine state to see relief and recovery efforts in the aftermath of the category four cyclone.",0
27134,train,"The Red Cross Team on the ground, including Nepal Red Cross and International Federation of Red Cross Red Crescent Societies (IFRC), has already mobilised emergency responders.",0
27155,train,"The UNICEF-supported initiative is part of an Earthquake Relief and Rehabilitation Communication Plan for coordinated and integrated key messages and communication activities on health (diarrhoea, ARI malaria, tuberculosis, immunization, nutrition including exclusive and continued breastfeeding), maternal health/safe motherhood, water & sanitation/hygiene, mental health and child protection.",1
27173,train,"30 July 2014 - The United Nations World Health Organization (WHO) today advised that while travellers should be aware of Ebola, they will not contract the highly-contagious, often fatal disease unless they actually touch someone who is showing active symptoms.",1
27175,train,Government of Pakistan had airlifted a mobile field hospital of Pakistan Army for deployment at the effected area.,0
27186,train,"The team previously tackled two other cholera epidemics (in Kamanyola and Uvira), a malaria emergency in Lulingo, and two measles emergencies, one in Kitutu and another in Bunyakiri, which included a vaccination campaign for 65,000 children.",1
27193,train,Contaminated water sources have now been sealed to prevent the disease spreading among the hundreds of thousands of cyclone victims still living in the open.,1
27197,train,"13 Army Aviation aircraft conducted 600 sorties to evacuate 2715 people and ferry 24 tons of food, fuel, medicines, blankets and relief material to the people.",1
27209,test,"At the town's Duff Scott Memorial Hospital, a survivor with an injured arm recounted his ordeal.",1
27212,train,"He put the latest death toll at 32 after nearly three weeks of flooding in 11 southwestern districts, although the unofficial death toll is estimated at more than 100, resulting mainly from snake bites, drowning and gastro-intestinal diseases.",1
27238,validation,The organization has also taken over the management of the burial teams and the national ambulance service dedicated to getting suspected patients to testing centers and confirmed cases to treatment centers.,1
27260,train,"A total of 358 spinal cord injuries have been reported across both provinces, however the actual number of people to have been disabled by the earthquake is believed to be much higher.",1
27262,train,"The Government of Sierra Leone is making real strides in tackling transmission by speeding up access to treatment and safe and dignified burial, AGI chief executive Nick Thompson said.",0
27282,train,"More specifically, it will be health care and laboratory personnel to assist treatment facilities / laboratories in Sierra Leone or Liberia under the management of either the UK, the United Nations or the United States; this is currently being clarified.",0
27285,train,"More than 17,000 children under-five have been screened so far, of which approximately 1,550 children were found to be moderately malnourished, and subsequently received food supplementation.",1
27288,validation,"JAKARTA, March 31, 2007 (AFP) - Indonesia's state oil and gas company Pertamina said Saturday it had shut off gas lines near a ""mud volcano"" for safety reasons, as railways and roads were again flooded with toxic sludge.",0
27291,train,"In Ethiopia, killer diseases threaten a population weakened by lack of food; there are few doctors (4 per 100,000 people - UNDP 1999) and most of the households studied cannot afford to pay for healthcare.",1
27310,train,"* Availability of seed in the rainfed areas is increasingly a constraint.Some of the most critical needs for families include food, drinkable water, medical care and hygiene supplies.",1
27315,train,These areas have all seen a significant diminution in new infection rates since the burial work began.,1
27320,train,The estimated time to make enough vaccine to vaccinate the world's population against pandemic influenza will not be known until vaccine manufacturers will have been able to determine how much active ingredient (antigen) is needed to make one dose of effective Influenza A(H1N1) vaccine.,1
27324,train,The assessment mission provided the local health authority with medical supplies and helped evacuate 10 seriously injured children and their caregivers to Islamabad for medical attention.,1
27341,train,The head of the federation's delegation in South Asia Geoffrey Dennis said tens of thousands of stranded villagers had been surviving without food or even the most rudimentary medical care for more than a week.,1
27347,train,"* Special arrangements are being made for the procurement of food grains, medicines, cattle fodder, water purifying tablets, ORS, boats and vehicles.",1
27357,train,"Moreover, the rainy season is now causing an increase in water-borne diseases such as malaria and diarrhoea that, combined with malnutrition, are particularly dangerous for young children.",1
27361,train,They are also providing mobile clinic services to smaller evacuation shelters.,1
27368,validation,"Following the flood, the authorities are also paying attention to prevention of epidemics, such as food poisoning, cholera, typhoid and other infectious diseases.",1
27386,train,"The ShelterBox Response Team (SRT) on the ground in Nigeria has been working with Rotary in the flood stricken country, whilst awaiting the arrival of the first consignment of boxes.",1
27388,validation,* Support continuity of access to basic health services in isolated areas and in accommodation centres,0
27390,train,"In order to care for infected patients and prevent the disease from spreading, aid workers need to be able to coordinate from the frontlines, ensuring they have the right supplies, staff and information.",0
27406,train,"Winter demands that the priorities are reconstruction of homes, health services - particularly treatment of respiratory illnesses - food, clean water and restoration of livelihoods.",1
27417,train,"In Sudan, the UN Resident and Humanitarian Coordinator, Ali Al-Za'tari, today welcomed official confirmation that the Government there agreed to a polio vaccination campaign in South Kordofan and Blue Nile states, areas controlled by the Sudan People's Liberation Movement (SPLM-N) and cut off since the military conflict began in 2011.",0
